Age,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,AvgWorkingHours,BusinessTravel,JobLevel,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
1.3804206051923058,0.3139637480162702,0.3751820095071345,1.9452577742021828,-0.5,0.22750499195351992,0.49627459940740454,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.2931280466165057,0.3139637480162702,0.0,0.0,0.0,0.7066950526114236,0.4815957673242518,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.7432361297007447,-1.1989778467157899,0.3751820095071345,-1.0,0.792481250360578,1.2016923360742737,-0.18287532329647005,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.15032372439745278,-1.1989778467157899,-0.11529291177486092,0.0,0.29248125036057804,0.7066950526114236,1.8474806828286847,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4844998651992487,-0.4425070493497599,-1.5716906501220451,0.0,0.29248125036057804,-0.2933049473885764,1.5650569588350074,1.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4291295274353329,0.7564707973660302,-0.24274331278376166,0.7756602606914661,0.29248125036057804,-0.2933049473885764,0.4752592592975489,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8598029810111004,0.5574929506502402,0.0,0.0,0.0,-0.2933049473885764,-0.7256912173424696,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.119472781529918,-0.4425070493497599,-2.0621655714040408,0.7756602606914661,-0.5,-1.4133901052228475,-0.4193435974994258,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.07823753316750583,-0.4425070493497599,0.45325167676482175,0.0,0.29248125036057804,0.934200044564944,-0.866177440560047,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.22261850551953924,0.0,0.10525418199053004,-2.409420839653208,-0.5,-1.4133901052228475,1.1852224065798174,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0795645665052622,0.9247041696625751,0.45325167676482175,0.7756602606914661,0.29248125036057804,-0.2933049473885764,1.8577928519668019,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.07615094825392892,-0.4425070493497599,-0.11529291177486092,0.0,0.9999999999999999,0.7066950526114236,0.15931678823913006,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3619383961565361,-0.4425070493497599,-0.7332182340657576,-1.0,-0.5,0.22750499195351992,-0.8040633652582215,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1586792280246706,1.0704345453823,0.5265868565831415,0.0,0.9036774610288021,0.934200044564944,-0.8328165138629049,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6217075198401895,1.1989778467157903,0.782199014103105,0.0,-0.5,1.4133901052228475,-0.22229848444715405,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.414565969972022,1.1989778467157903,-0.9537653278311489,0.0,0.29248125036057804,-0.2933049473885764,-0.4136586170735245,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7958637035162318,-1.1989778467157899,-0.7332182340657576,0.0,0.0,-0.7066950526114237,-0.11768377743047136,1.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.5988551573487113,-1.1989778467157899,-0.11529291177486092,-1.0,0.9999999999999999,0.7066950526114236,0.7055971111598143,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8997111960357563,-0.4425070493497599,-0.3852207392914659,1.4094208396532086,0.792481250360578,0.7066950526114236,0.04240765599257407,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2931280466165057,0.5574929506502402,-0.3852207392914659,0.0,-0.5,-0.2933049473885764,-0.6315436071451528,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.0074783752753138,-0.4425070493497599,-2.0621655714040408,0.0,-0.5,-1.4133901052228475,0.8936035717569125,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.24145288816225194,0.5574929506502402,-0.11529291177486092,0.0,0.0,-0.2933049473885764,-0.6658586830981333,1.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.9247041696625751,0.45325167676482175,0.0,-0.5,-1.4133901052228475,0.04314844537591878,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.233953047926697,1.3139637480162705,1.4673449623511357,-2.409420839653208,0.9999999999999999,0.7066950526114236,-0.13966136053577102,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.2931280466165057,0.5574929506502402,0.8922439350151012,-1.0,-0.5,-1.4133901052228475,1.0090878846687332,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7958637035162318,-0.4425070493497599,-0.11529291177486092,0.7756602606914661,0.792481250360578,0.8267802104456952,-0.3464727037973101,1.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.24145288816225194,0.0,0.0,-1.0,0.0,0.0,-0.5078848589064437,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3804206051923058,0.7564707973660302,0.2917240928211096,0.0,-0.5,0.41339010522284747,0.061140537665339716,1.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.1586792280246706,-0.4425070493497599,-0.11529291177486092,0.0,-0.5,0.5705537291195905,0.4229028772092982,2.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3266977655264821,0.0,0.0,0.0,-0.5,-1.4133901052228475,-0.17229451769570334,1.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9717973872657045,-0.4425070493497599,-2.0621655714040408,1.9452577742021828,-0.5,-1.4133901052228475,-0.08591107124341195,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8997111960357563,-0.4425070493497599,-0.24274331278376166,-1.0,0.0,0.7066950526114236,0.26647343878747365,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6217075198401895,0.5574929506502402,-0.11529291177486092,0.0,-0.5,0.0,0.32025302667196504,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.3804206051923058,1.0704345453823,0.782199014103105,0.7756602606914661,0.0,0.0,-0.35635941717180997,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,-0.4425070493497599,0.6611320579686925,0.0,1.5,1.3475901497877913,0.38177274526511484,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.22261850551953924,-1.1989778467157899,0.7231795042814262,0.0,0.5,0.7066950526114236,0.30223447868589,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8997111960357563,-0.4425070493497599,-1.2236931553477532,1.4094208396532086,-0.5,-0.2933049473885764,1.471148990872838,1.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4947758973417684,0.5574929506502402,0.20207864348008092,0.7756602606914661,0.29248125036057804,-0.2933049473885764,0.05079684214937338,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7958637035162318,1.3139637480162705,-0.9537653278311489,-1.0,0.29248125036057804,-0.2933049473885764,-0.048300184377117326,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
